origin_encoder,predict_encoder,predict_probability
0,0,0.073198203
0,0,0.022651652
0,0,0.033945876577310394
0,0,0.067633586
0,0,0.051712388
0,0,0.074007602
0,0,0.042950378649623984
0,0,0.13870006133952772
0,0,0.10219693197369684
1,0,0.33022778693111215
0,0,0.1308045731427852
0,0,0.06093298
1,0,0.082745022
0,0,0.022311648
0,0,0.031860943
0,0,0.012225474398901637
0,0,0.14323503131934381
0,0,0.023558419
1,0,0.066488783
1,0,0.1456741203975201
0,0,0.09278227
0,0,0.023870453
0,0,0.047319008353623036
0,0,0.013757300170517638
0,0,0.1128495861883877
0,0,0.105357767
0,0,0.041093703156269944
0,0,0.029241845205874365
0,0,0.027403184235308554
0,0,0.035882272
0,0,0.078504084
0,0,0.037120106512843365
0,0,0.048359551
0,0,0.14870692138932629
0,0,0.055234765364335324
0,0,0.015627443602759333
0,0,0.044150400642042315
0,0,0.036203058
1,0,0.35555417005247847
0,0,0.015477478162128392
0,0,0.024072798446344707
0,0,0.043628508961963304
0,0,0.17219570378780152
0,0,0.054132988
0,0,0.1049053452581198
0,0,0.025248929683976525
0,0,0.093900568
0,0,0.083880444
0,0,0.10553353354268344
0,0,0.48572578141917355
0,0,0.2491644749271948
0,0,0.025340325693398873
0,0,0.032877631
0,0,0.017474364470592307
0,0,0.012082731429938254
1,1,0.7880850921487597
1,0,0.1624568741267517
0,0,0.2649187163496162
0,0,0.097611451
0,0,0.20421181528164187
0,0,0.021316167
0,0,0.012952663852190224
0,0,0.042638419
0,0,0.019189681
0,0,0.056142597
0,0,0.011151393800696442
0,0,0.015650519
0,0,0.033507517190706784
0,0,0.006951483
0,0,0.012748963473654883
0,0,0.065549416
1,0,0.1299096709422657
0,0,0.036298821224761545
0,0,0.025103271132186043
0,0,0.037223797
1,0,0.069194019
1,0,0.093660672
0,0,0.049120245
0,0,0.010135211573537495
0,0,0.011012434146896398
0,0,0.036758758
0,0,0.054510765
0,0,0.045952239216670666
0,0,0.030145403577941626
0,0,0.032160244288802264
0,0,0.042896219
0,1,0.7247651995232506
0,0,0.039867399163910806
0,0,0.065713919
0,0,0.022760744057330657
0,0,0.019609675187233902
0,0,0.12937632088481274
0,0,0.021144211991192815
0,0,0.041582111
0,0,0.25903040297120933
0,0,0.021825942290656476
0,0,0.033947544523908704
0,0,0.1608631213654779
0,0,0.069068614
0,0,0.020804277186749813
0,0,0.02491562
0,0,0.032974273097143986
0,0,0.039365981
0,0,0.037945752
0,0,0.064252324
0,0,0.017065165817275935
0,0,0.028801054698755792
0,0,0.052600139
0,0,0.14198860954432257
0,0,0.007842758
0,0,0.040515764
0,0,0.026872862430560484
0,0,0.013557216307515862
0,0,0.012622109
0,0,0.047848867473099584
0,0,0.11955422154870779
0,0,0.042763059
1,0,0.071155504
0,0,0.066687249
1,0,0.050025159
0,0,0.44741698062828095
0,0,0.10111690051948032
0,0,0.032857749008906596
0,0,0.027569023573999665
0,0,0.018726804034373094
1,0,0.17102454660785898
0,0,0.093221303
0,0,0.025465162189666227
0,0,0.026381630058768576
0,0,0.012737319
0,0,0.024563542109862172
0,0,0.031995374
0,0,0.040783385
0,0,0.02938948
0,0,0.14642950075505212
0,0,0.13560407997342888
0,0,0.097139937
0,0,0.051774342
0,0,0.038855242
0,0,0.052811594754427725
0,0,0.040851243
0,0,0.032241177
0,0,0.035686641
0,0,0.11725818161792555
1,0,0.33004479718940366
0,0,0.028234182478325195
0,0,0.074686406
0,0,0.036707645709316006
0,0,0.027500921914807484
0,0,0.016630949
0,0,0.083593599
0,0,0.090710102
0,0,0.04951714
0,0,0.038931498068686544
0,0,0.032032044
1,0,0.22938738986917978
0,0,0.010736839
0,0,0.17150951601548456
0,0,0.030753422
0,0,0.13649513038721803
0,0,0.038428338
0,0,0.017174093959684267
0,0,0.076813096
0,0,0.071473217
0,0,0.013701921223779612
0,0,0.19533268115643818
0,0,0.030890038356705073
0,0,0.025123507
0,0,0.021146806
0,0,0.065853525
0,0,0.011667538451860186
0,0,0.021093384925732695
0,0,0.032734654337440855
0,0,0.046690438297914846
0,0,0.008284701
1,0,0.11413642272261385
0,0,0.03332118
0,0,0.017174739804248263
0,0,0.063926047
0,0,0.11914202684444108
0,0,0.051786804
0,0,0.1388761227553903
0,0,0.098901228
0,0,0.033144682
0,0,0.009795616
0,0,0.056894699
0,0,0.022273346
0,0,0.018913249
1,0,0.14857870400033973
0,0,0.15440897424507027
0,0,0.024471967
0,0,0.060905595
0,0,0.056080037
0,0,0.015796581893373265
0,0,0.00695711
0,0,0.020345244
0,0,0.025814874703565645
0,0,0.033773617
0,0,0.009585068
0,0,0.090664253
0,0,0.10413533941603466
0,0,0.35216046176083643
0,0,0.030026884658804074
0,0,0.005698732
0,0,0.1338490645497105
0,0,0.057765635
0,0,0.13242260972162023
0,0,0.018401087068355547
0,0,0.067174999
0,0,0.063057803
0,0,0.014000889
0,0,0.16223081663081293
0,0,0.023930083855956193
0,0,0.06291911
0,0,0.13090405928892698
0,0,0.039416065794427524
0,0,0.10908294760081809
0,0,0.049817277
0,0,0.014731039551038385
0,0,0.031983662886410635
1,0,0.3281007218266992
0,0,0.22855055216456865
0,0,0.009574005
0,0,0.018522607260352156
0,0,0.006164368
0,0,0.019111192805296395
0,0,0.03640924
0,0,0.1595326315020341
0,0,0.048757994
0,0,0.085086913
0,0,0.03446628
0,0,0.19882407228558013
0,0,0.042036338
1,0,0.18345339234452065
0,0,0.1915069246743528
1,0,0.08472905
0,0,0.051633178626004625
0,0,0.15817200465625836
0,0,0.048756285894138114
0,0,0.096007105
1,0,0.29973615075502835
0,0,0.15008625956679597
0,0,0.078298451
0,0,0.026845883
0,0,0.025264921867532483
0,0,0.029132114
0,0,0.026002184534204748
0,0,0.006624998
0,0,0.10892834722826913
0,0,0.035909807057463175
1,0,0.22440678624896884
0,0,0.092730919
0,0,0.064637982
0,0,0.012595977467017405
1,0,0.061564504
0,0,0.083403275
0,0,0.026347598512407498
0,0,0.085460396
0,0,0.007896958
0,0,0.11140568102516062
0,0,0.021129495
0,0,0.096176844
0,0,0.006457932
0,0,0.027372945899235925
0,0,0.06448261
0,0,0.063083481
0,0,0.040211731427022064
0,0,0.12689815406581295
0,0,0.065529275
0,1,0.6650150209527264
0,0,0.006901742
1,0,0.22346674625704743
0,0,0.015208782384155519
0,0,0.12551693255473728
0,0,0.1292889134921538
0,0,0.016337770526076403
0,0,0.020544704
0,0,0.080989952
0,1,0.5656067781356567
0,0,0.037235586
0,0,0.028775649997276852
0,0,0.10729836197839625
0,0,0.081293741
0,0,0.03560792
0,0,0.015729149
0,0,0.20597356846128925
0,0,0.096507463
0,0,0.01976639
1,0,0.18043833441946652
1,0,0.11811131413369172
0,0,0.030937324518948837
0,0,0.015363876521788233
0,0,0.029012874
0,0,0.064706456
0,0,0.058433047
0,0,0.009814141
0,0,0.023423250078573214
0,0,0.065793331
0,0,0.041875721
0,0,0.058933437
0,0,0.019175499967765713
0,1,0.7136789054383238
0,0,0.082963644
0,0,0.0074457
0,0,0.043652699362910545
0,0,0.054721671198592836
0,0,0.041092525502906416
0,0,0.1334892928368633
0,0,0.11490732972126665
0,0,0.015370201
0,0,0.024003087915758586
0,0,0.080795309
0,0,0.09180353
0,0,0.020175554338151373
0,0,0.018964168844888517
0,0,0.066898208
0,0,0.062957105
0,0,0.018027330407932404
0,0,0.10314993409503376
0,0,0.028819933397936072
0,0,0.066334518
1,0,0.1923751256305895
0,0,0.3649061857407354
0,0,0.3782557945423346
0,0,0.3078903279631386
0,0,0.090790013
0,0,0.07229241
0,0,0.013075400874851512
0,0,0.081515709
0,0,0.018385252266338005
0,0,0.050944976713479695
0,0,0.063226871
0,0,0.4232404635096318
1,0,0.2696116993063163
0,0,0.051824244616966844
0,0,0.005660018
0,0,0.051933342804166546
0,0,0.10673356353698044
0,0,0.40776855942936063
0,0,0.046479303
0,0,0.066454079
0,0,0.040954517429233034
0,0,0.023914021270647914
0,0,0.032983103
0,0,0.064956369
0,0,0.21525233470492292
0,0,0.064102167
0,0,0.04602654
0,0,0.11737183361432077
0,0,0.037615496819695914
0,0,0.017638816588372404
0,0,0.20779648653936061
0,0,0.026210432047671112
0,0,0.028316657530225293
0,0,0.012325876262777258
0,0,0.13307167895561245
0,0,0.35938125584494185
0,0,0.1226846225471192
0,0,0.010382034295359074
0,0,0.1843762845107791
0,0,0.044532006642092614
0,0,0.038355415605285235
0,0,0.023897930486100408
0,0,0.014036713078552553
0,0,0.1353509529199475
0,0,0.18026064618646997
1,0,0.13848718525034837
0,0,0.057359175
0,0,0.2099296918943208
0,0,0.027653627669373355
0,0,0.047519167
0,0,0.024385748246894573
0,0,0.067810697
0,0,0.020897535560350376
0,0,0.1728691309861732
0,0,0.050679551
0,0,0.032233469
0,0,0.020972018
0,0,0.11763712766766826
0,0,0.15691993729608011
0,0,0.1059603090880488
0,0,0.070010765
1,1,0.5438724895474903
0,0,0.026893322
0,0,0.041066108448857476
0,0,0.036871914427101846
0,0,0.043535775
0,0,0.3942656110789345
0,0,0.050152052855986236
0,0,0.062147296634053134
0,0,0.029629995
0,0,0.089214636
0,0,0.038562063837639944
0,0,0.054550368
0,0,0.086633184
0,0,0.054116622
0,0,0.041670577601716954
0,0,0.009461596
0,0,0.018045375
0,0,0.23556207071449659
0,0,0.086062184
0,0,0.13952893899190313
0,0,0.036478784940559936
0,0,0.056367893449745715
0,0,0.043360103
0,0,0.017940728
0,0,0.13234521377459413
0,0,0.044661849
0,0,0.029966371836558977
0,0,0.2772420290993092
0,0,0.012974706
0,0,0.036095323
0,0,0.049198447
0,0,0.065621138
0,0,0.018085702901614636
1,0,0.23496917298028425
0,0,0.021333944
0,0,0.095576396
1,0,0.18504533007338506
0,0,0.030091800972857925
0,0,0.011235508442987227
0,0,0.12133689171420248
0,0,0.070686798
1,0,0.15074924310511567
0,0,0.1496416783658162
0,0,0.041797039
0,0,0.096938404
1,0,0.49057851999340724
0,0,0.046421817277684234
0,0,0.018397905187563637
1,0,0.3332197137711574
0,0,0.18660749430190146
0,0,0.13083631289869993
0,0,0.074432106
0,0,0.052884418
0,0,0.059818591
0,0,0.081399012
0,0,0.016788912234464055
0,0,0.013842998025643366
1,0,0.18706621477204494
0,0,0.05198033
0,0,0.068007681
0,0,0.006142646
0,0,0.070786102
0,0,0.029709550165819894
0,0,0.011792479
0,0,0.36839120480345855
0,0,0.038807783
1,0,0.1028892276261494
1,0,0.2209417525999338
0,0,0.066729217
0,0,0.021984467521132485
0,0,0.016899539789914382
0,0,0.1070577622081766
0,0,0.014259947145832244
0,0,0.017963326
0,0,0.046408352
0,0,0.060971525
1,0,0.1903249187687947
1,0,0.2705585511774046
0,0,0.008977817
0,0,0.031123775512898105
0,0,0.2770565567550121
0,0,0.019017501165721214
0,0,0.012823751384234972
0,0,0.07044161
0,0,0.2926848466016706
0,0,0.025591957073432207
1,0,0.3063306944210691
0,0,0.087329523
1,0,0.3257650732539445
1,0,0.085389178
0,0,0.020955558477598706
0,0,0.10069586707891362
0,0,0.037959214
0,0,0.026254083
0,0,0.019437135486706156
0,0,0.051687204
0,0,0.015630430269191913
0,0,0.040681091613911986
0,0,0.43121670773828014
0,0,0.041733507
0,0,0.017257613
0,0,0.023887115
0,0,0.043825393
0,0,0.28216772865909756
0,0,0.044246083
0,0,0.13857583955035405
0,0,0.043911390107827616
0,0,0.043258529
0,0,0.023321259337852875
0,0,0.024523813
0,0,0.031891646517995996
0,0,0.032521489
0,0,0.122416899
0,0,0.019814248111845005
1,0,0.058542759
0,0,0.16156263065978135
0,0,0.17304462936152767
0,0,0.011868371003393411
1,0,0.23875678847234255
0,0,0.013039392163517374
0,0,0.090835235
0,0,0.070942452
0,0,0.063218272
1,0,0.10505217963320752
0,0,0.043376674
0,0,0.047146348
0,0,0.059015980010009926
0,0,0.054077185
0,0,0.038888956810404156
0,0,0.14070756956360986
0,0,0.029771916143149134
0,0,0.031846395
0,0,0.083364372
1,0,0.2523780371498451
0,0,0.07529671
0,0,0.057686494945473926
0,0,0.022448557
1,0,0.42998601069176967
0,0,0.15975993289479412
0,0,0.086602445
1,0,0.064322098
0,0,0.048703431288350044
0,0,0.042213309
0,0,0.034584712871351814
0,0,0.027384002625203237
0,0,0.083931389
0,0,0.033991188
0,0,0.039459391
0,0,0.031285801
0,0,0.10015169783297144
0,0,0.033634029732719846
0,0,0.045578469
0,0,0.083320273
0,0,0.091235331
0,0,0.2741710383318072
1,0,0.071760162
0,0,0.077242666
1,0,0.2247177756090464
1,0,0.18980547829466624
0,0,0.244701847
0,0,0.072163774
0,0,0.017160542
0,0,0.020235818368114836
0,0,0.008679404
0,0,0.030470719755686767
1,0,0.36526815094993675
0,0,0.056517509
0,0,0.028543671
1,0,0.075695357
0,0,0.015512030811493863
0,0,0.043924824
0,0,0.050365615
0,0,0.051277535
0,0,0.1442747536436526
0,0,0.032026803
0,0,0.09525795
0,0,0.050959465
0,0,0.06572484
0,0,0.07882672
0,0,0.012445819
0,0,0.073176043
0,0,0.012712395039399258
0,0,0.18016299165420832
0,0,0.032839953023556814
0,0,0.024067271422463787
0,0,0.078178344
0,0,0.2685469850069206
0,0,0.066162345
0,0,0.04998244
0,0,0.00975384
0,0,0.10804362409528112
0,0,0.050985733
1,1,0.6173515109345756
0,0,0.1337659208177991
0,0,0.080565139
0,0,0.056634206908866766
0,0,0.027960182920406067
0,0,0.03608515
0,0,0.066208676
0,0,0.011398005
0,0,0.1309767761079378
0,0,0.047242426
0,0,0.14108178301570523
0,0,0.021001587
0,0,0.006786564
0,0,0.041068168
0,0,0.005999516
0,0,0.010060205
0,0,0.16769507229499964
0,0,0.024242984361434825
0,0,0.4475461484777606
0,0,0.030370619
0,0,0.057965218
0,0,0.067343604
0,0,0.19158882229990487
0,0,0.032852394963106935
0,0,0.044415109
0,0,0.086511097
0,0,0.045954236
0,0,0.094912042
0,0,0.09375301
0,0,0.053865293
0,0,0.044864343
0,0,0.028005382000733624
0,0,0.10441151044882276
0,0,0.029714382654668775
0,0,0.013928790674235737
1,0,0.24958027245648198
1,1,0.5875952055994865
0,0,0.067697624
0,0,0.014254939169384882
0,0,0.081917391
0,0,0.09091622
0,0,0.13181506557254097
0,0,0.051171504943314516
0,0,0.082663181
0,0,0.009659784
0,0,0.079515854
0,0,0.023491756365307523
0,0,0.051616649
0,0,0.021626604575442836
0,0,0.054328723
0,0,0.073128697
0,0,0.07344028
0,0,0.14979909911595052
0,0,0.013983335132039646
0,0,0.099087387
0,0,0.12810874087130153
0,0,0.054641589
0,0,0.14835725072386613
0,0,0.011076420842552871
0,0,0.043000242
0,0,0.022277758
0,0,0.039298693
0,0,0.066389713
0,0,0.062110188
0,0,0.008488879
1,1,0.5070826806223953
0,0,0.025868442574095967
0,1,0.6280755693348384
0,0,0.074560464
0,0,0.042005986
0,0,0.19200619980922823
0,0,0.12369991102475447
0,0,0.077637713
0,0,0.016597256
0,0,0.044228765061178954
0,0,0.064782495
0,0,0.013138176624398036
0,0,0.026997506041344613
1,0,0.3658042437296848
0,0,0.17118132604131536
0,0,0.10720124107935149
0,0,0.17400906726486903
1,0,0.028433362205784077
0,0,0.10667888789040042
0,0,0.04315925
0,0,0.023691433883333734
0,0,0.074128127
0,0,0.10960079944204999
1,1,0.5286175137422828
0,0,0.21622838568676134
0,0,0.3396836178600941
0,0,0.153754216
0,0,0.026071238422308622
0,0,0.12204073217944814
0,0,0.015548666136718443
1,0,0.011644583815698778
0,0,0.007237577
0,0,0.039876734
0,0,0.031477533991625735
0,0,0.078425593
0,0,0.068502994
0,0,0.030451279
0,0,0.019547348128715954
0,0,0.090100176
0,0,0.09694359
0,0,0.036205482
0,0,0.029868162910411982
0,0,0.007910566
0,0,0.065525185
0,0,0.10217022879110413
0,0,0.39230647948612263
0,0,0.1827709288516639
0,0,0.015971367214729533
0,0,0.053234753
0,0,0.047762026638541843
0,0,0.4305538200833583
1,0,0.053044158
0,0,0.15697287307726954
1,0,0.11956977883453186
1,0,0.086550698
1,0,0.4032896633537096
0,0,0.11911110194972509
0,0,0.048392908443924965
0,0,0.11760513544817919
0,0,0.12818769010682188
0,0,0.032449657
0,0,0.00921061
0,0,0.15443287230828837
0,0,0.006731799
0,0,0.028540092
0,0,0.12331729486695546
0,0,0.11813813975268855
0,0,0.099889943
0,0,0.040651066
0,0,0.17831859631111044
1,0,0.079773567
0,0,0.018742139
0,0,0.082979991
1,1,0.76922673
0,0,0.070730498
0,0,0.23036130684346373
0,0,0.053442981
0,0,0.1512625952608978
0,0,0.086613096
0,0,0.032117414
0,0,0.010432008043473074
0,0,0.026171402976483283
1,0,0.1337896681867092
0,0,0.009418955
0,0,0.045210031
0,0,0.084324838
0,0,0.017915459110952537
1,0,0.41050471656741555
1,0,0.038142201
0,0,0.034068821
0,0,0.24817478118330824
0,0,0.022565174968118988
0,0,0.096917772
0,0,0.064552896
1,0,0.041911198
0,0,0.023339705820690757
0,0,0.037228827420225284
0,0,0.10588088725430554
1,0,0.17320541800287723
1,0,0.04239618
0,0,0.054327075
0,0,0.030473952074302577
0,0,0.086220898
0,0,0.003851353
0,0,0.030214072422655384
0,0,0.06894737
0,0,0.059464821
0,0,0.038676316
0,0,0.049350170583265886
0,0,0.065586859
0,0,0.018877392
0,0,0.17743789909712926
1,1,0.5940553948999421
0,0,0.029359575
0,0,0.094409963
0,0,0.13224353619267293
0,0,0.1503526296599934
0,0,0.05359631
0,0,0.14896190137501372
0,0,0.092674544
0,0,0.19781629420546698
0,0,0.018543161200030488
0,0,0.16623095112443553
0,0,0.454040616
1,0,0.08811033
0,0,0.072504427
0,0,0.018362933340589138
0,0,0.083725547
0,0,0.022766969
0,0,0.059933838
0,0,0.046094959013556924
0,0,0.045780636645362284
0,0,0.037549654
0,0,0.033244840723957836
0,0,0.062429924
0,0,0.05913004
0,0,0.024213514868556024
0,0,0.028511890652709464
0,0,0.014582679421116565
0,0,0.017395283
0,0,0.050514645
0,0,0.040787987
0,0,0.085904904
0,0,0.053604165095038354
0,0,0.055714283
0,0,0.073527866
0,0,0.04577584
0,0,0.031943492818647765
0,0,0.021513689186797948
1,0,0.4410307440118667
1,1,0.5452919788860234
0,0,0.10203130990362655
0,0,0.050806579131619255
0,0,0.065607572
0,0,0.005188483
0,0,0.068105199
0,0,0.050268711814859604
0,0,0.021418696
0,0,0.3995130108135271
0,0,0.12981483058644397
0,0,0.015002804077656199
0,0,0.026776653034048085
0,0,0.048577799346932196
0,0,0.069429913
0,0,0.051041881646402075
1,0,0.2744829049325745
0,0,0.033098854
0,0,0.035641488431869074
0,0,0.010426015581362963
0,0,0.016178083146200797
0,0,0.16052409060942663
0,0,0.11109422527925593
0,0,0.025573402581381015
0,0,0.00683795
0,0,0.032290792
0,0,0.021770346
0,0,0.2601485920491477
1,0,0.3100300395990297
0,0,0.049723691054858125
0,0,0.055514336
0,0,0.1394755789253699
0,0,0.1726151697602846
0,0,0.15905845003277477
0,0,0.075205255
0,0,0.019835936
0,0,0.020978124
0,0,0.038786921166398494
0,0,0.18326992368299902
0,0,0.009110833
0,0,0.095497611
0,0,0.016961417846309886
1,0,0.22218584179086412
0,0,0.091991983
0,0,0.046680453
0,1,0.5563236788825053
0,0,0.11137693775591641
0,0,0.028490867521125604
0,0,0.037913249522007315
0,0,0.024340918568918346
0,0,0.053854178
0,0,0.051809409
0,0,0.018800546166151812
1,0,0.10513337057312842
0,0,0.059722084
0,0,0.1752161940271105
0,0,0.029530628465875633
0,0,0.075095488
1,0,0.20599758169575438
0,0,0.072752297
0,0,0.048241404
0,0,0.075170156
0,0,0.063388326
0,0,0.11139721340551614
0,0,0.023660369817460187
0,0,0.012885546
0,0,0.065623807
0,0,0.063102075
0,0,0.026142851910227485
0,0,0.095407257
0,0,0.040362183
0,0,0.12022856317061538
0,0,0.086649455
0,0,0.067075562
0,0,0.022500065
0,0,0.030353206183265653
0,0,0.050098301
0,0,0.023080733651422762
0,0,0.153250025
0,0,0.016361523223618044
0,0,0.0129262
0,0,0.017747579
0,0,0.013284035
0,0,0.044559667482109246
0,0,0.068577882
0,0,0.031180408324882128
0,1,0.5096408697582318
0,0,0.13230577403465996
0,0,0.026531836
0,0,0.062024745
1,0,0.16280301405357725
0,0,0.054198580998130456
0,0,0.041442433808363384
0,0,0.035127034
0,0,0.018633180816223862
0,0,0.096805766
0,0,0.040118308
0,0,0.096437797
0,0,0.018538529
0,0,0.044806785702108956
0,0,0.023199615
0,0,0.021145809524469865
0,0,0.18890891230220064
0,0,0.008830168
0,0,0.35955371557254023
0,0,0.030657357258680677
0,0,0.025114416066333096
0,0,0.080168521
0,0,0.078701576
0,0,0.010962984586316735
0,0,0.20946023727427274
0,0,0.027745697520382858
0,0,0.1960697297207324
0,0,0.063106082
0,0,0.2390558795299114
0,0,0.096676829
0,0,0.089716309
0,0,0.063404799
1,0,0.46258734002360824
0,0,0.033462593
0,0,0.012099135576171803
0,0,0.077737393
0,0,0.044058899125785624
0,0,0.020895906
0,0,0.027142706430258727
0,0,0.21590232089733497
0,0,0.11859299630117859
0,0,0.055311805800460266
0,0,0.063451895
0,0,0.19870947585875115
0,0,0.072814465
0,0,0.0971942
0,0,0.029525918351349628
0,0,0.10915551730258446
0,0,0.061380791
0,0,0.062417760097253326
0,0,0.067271418
1,0,0.11384841169529585
0,0,0.038804938
0,0,0.039509602346456264
0,0,0.066927618
0,0,0.03600428
0,0,0.096006629
0,0,0.17977098422051996
0,0,0.04885909
0,0,0.044275883942877695
0,0,0.034221102
0,0,0.013444796293191435
0,0,0.018054861705014788
0,0,0.021084876
0,0,0.026936845068542076
0,0,0.020829013
0,0,0.029534245204209483
0,0,0.14221571054084986
0,0,0.041087718
0,0,0.011196949888526313
0,0,0.050278831
0,0,0.13532226094376182
0,0,0.01699446
0,0,0.014061388444466817
0,0,0.019579549355116854
0,0,0.027896646845612265
0,0,0.24845038169367015
0,0,0.037841382
0,1,0.8582712927037266
1,0,0.17435641290369627
0,0,0.089605996
0,0,0.049046328
0,0,0.094577662
0,0,0.031679008121046966
0,0,0.043038946
0,0,0.038342189
0,0,0.023882158
0,0,0.014092198598773168
0,0,0.026321826337462297
0,0,0.052412287
0,0,0.007190461
0,0,0.13516404129712556
1,0,0.11752319467276999
0,0,0.008063899
0,0,0.082918361
0,0,0.035159388
0,0,0.1448107435716545
0,0,0.059002535
0,0,0.00825365
0,0,0.018406328
0,0,0.03844062
0,0,0.037756581
0,0,0.012959873490361347
0,0,0.027021259
0,0,0.1820249307017729
0,0,0.018758350856026663
0,0,0.18812064845238582
1,0,0.08169945
0,0,0.26157218830627066
1,0,0.076559993
0,0,0.12248137637626293
0,0,0.046148105
0,0,0.018777481
0,0,0.006488625
0,0,0.04640518
0,0,0.08984751
0,0,0.41677138303310063
0,0,0.021267646
0,0,0.13456140610431555
0,0,0.021116543030928463
0,0,0.022024429081922883
0,0,0.040970024
0,0,0.062643784
0,0,0.035114033
0,0,0.013737581323271568
0,0,0.013245996
0,0,0.14259334249353067
0,0,0.026301198508431746
0,0,0.028197920090163284
1,0,0.41956322194317713
0,0,0.093133431
0,0,0.035667648909322815
0,0,0.035332124079680595
0,0,0.046839693
0,0,0.029516143964713137
0,0,0.057707065
0,0,0.3721859357151278
1,0,0.3043287680333014
0,0,0.019323176
0,0,0.050332857152446966
0,0,0.15260822501111942
0,0,0.17273779185210947
0,0,0.093933697
1,0,0.21110373653758338
0,0,0.1263379629815293
0,0,0.019913632
0,0,0.057014106
0,0,0.008356224
0,0,0.094593256
0,0,0.090611149
0,0,0.1420090299813947
0,0,0.051050341
0,0,0.056422773
0,0,0.051197993
0,0,0.054651576
0,0,0.1285638254345658
0,0,0.044906451
0,0,0.007582819
0,0,0.035092184832538384
0,0,0.011521557718576552
0,0,0.1740703488604448
0,0,0.3431239759541478
0,0,0.04048324
0,0,0.061090513
0,0,0.041634532
0,0,0.016996648416135584
1,0,0.080474445
0,0,0.042612134
0,0,0.10367548418605618
0,0,0.025213789
0,0,0.021920631757392593
1,0,0.089306576
0,0,0.023779826314568993
0,0,0.072090216
0,0,0.19721156988659974
0,0,0.046393778
0,0,0.055729783859721514
0,0,0.017799498147377028
0,0,0.069023094
0,0,0.010964194121900115
0,0,0.051924496517658826
0,0,0.009069737
0,0,0.023821622
0,0,0.13637863286175403
0,0,0.075767746
0,0,0.035799356
0,0,0.21382883450270007
0,0,0.020425539238217775
0,0,0.028989803
0,0,0.011399425
0,0,0.061941709
0,0,0.069367812
0,0,0.051712390865622564
0,0,0.079746655
1,0,0.066402201
1,0,0.4351599571552183
0,0,0.025718366462726214
0,0,0.011562134175669326
0,0,0.033656846
0,0,0.20393114771969542
0,0,0.055481581
0,0,0.023023198
0,0,0.080838655
1,0,0.13654951536292412
0,0,0.048997811654991216
1,0,0.16920701895649395
0,0,0.011449555099602085
0,0,0.041533538884419234
0,0,0.049661219408231254
0,0,0.043488174462901714
0,0,0.013715127229269479
0,0,0.067266952
0,0,0.20204153901369545
0,0,0.01019109
0,0,0.1313339196880341
